spend_multiplier,spending_rule,use_dynamic_spending,initial_money,initial_annual_cost,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1.0,6.0,0,9000.0,540.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9988,0.998,0.9956,0.9942,0.9912,0.9868,0.9804,0.9726,0.9674,0.9616,0.9544,0.9432,0.9336,0.9244,0.9162,0.9062,0.8982,0.8884,0.8772,0.8672,0.8593999999999999,0.8518,0.8462000000000001,0.8402000000000001,0.8344,0.8294
1.0,6.0,1,9000.0,540.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9982,0.9952,0.9912,0.986,0.976,0.963,0.9514,0.9388,0.9258,0.9097999999999999,0.8926000000000001,0.8758,0.8582,0.8426,0.8286,0.8142,0.7988,0.7844,0.7718,0.7588,0.7468,0.7356,0.7283999999999999,0.7202,0.7143999999999999,0.7094
1.2,1.5,0,43200.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.2,1.5,1,43200.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.2,2.0,0,32400.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998
1.2,2.0,1,32400.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998
1.2,2.5,0,25920.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9996,0.9994,0.9992,0.9992,0.999,0.9988,0.9988
1.2,2.5,1,25920.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996
1.2,3.0,0,21600.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9996,0.9994,0.9994,0.9994,0.9994,0.9992,0.999,0.999,0.999,0.999,0.9984,0.9982,0.9976,0.997,0.9966,0.9966,0.9962,0.9962,0.9958
1.2,3.0,1,21600.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9994,0.9992,0.999,0.999,0.999,0.9986,0.9984,0.9984,0.998,0.9978,0.9976,0.9976,0.9976,0.997,0.997,0.9968,0.9966,0.9964,0.9964,0.9962
1.2,3.5,0,18514.285714285714,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9994,0.9992,0.9988,0.9986,0.9984,0.9976,0.9974,0.9962,0.9954,0.995,0.9932,0.9918,0.9906,0.9892,0.9878,0.987,0.9862,0.9854,0.9846,0.9838,0.9822,0.9818
1.2,3.5,1,18514.285714285714,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9986,0.9984,0.997,0.9962,0.9954,0.9946,0.9938,0.9926,0.9908,0.9886,0.9878,0.9866,0.986,0.9856,0.9854,0.9842,0.9832,0.982,0.9818,0.9814,0.9814
1.2,4.0,0,16200.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.9992,0.9988,0.9982,0.9974,0.9964,0.995,0.993,0.9922,0.9896,0.9866,0.9846,0.9818,0.9798,0.9774,0.9752,0.9732,0.9718,0.969,0.9676,0.9662,0.9638,0.9616,0.9594
1.2,4.0,1,16200.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9984,0.9978,0.9962,0.9944,0.9924,0.9904,0.9868,0.983,0.9796,0.9774,0.976,0.9718,0.9698,0.9666,0.964,0.9616,0.958,0.9566,0.954,0.9528,0.952,0.951,0.95
1.2,4.5,0,14400.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.999,0.9982,0.997,0.9962,0.9942,0.9926,0.9888,0.9854,0.9812,0.9788,0.9738,0.9718,0.967,0.964,0.9598,0.9562,0.9508,0.9468,0.9428,0.9390000000000001,0.9366,0.9346,0.931,0.9286
1.2,4.5,1,14400.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9978,0.997,0.9936,0.9912,0.9878,0.983,0.977,0.9716,0.9652000000000001,0.9576,0.9514,0.9452,0.9386,0.9322,0.9266,0.9216,0.9178,0.914,0.9088,0.9044,0.9014,0.8982,0.8956,0.8936
1.2,5.0,0,12960.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9986,0.998,0.9966,0.9952,0.992,0.99,0.985,0.9802,0.9746,0.9696,0.965,0.958,0.95,0.9434,0.9359999999999999,0.9298,0.9224,0.9176,0.914,0.9102,0.905,0.8998,0.8932,0.8872,0.8826
1.2,5.0,1,12960.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9978,0.9966,0.9928,0.9894,0.9838,0.9746,0.967,0.9582,0.9482,0.9392,0.929,0.9184,0.908,0.8968,0.8868,0.8782,0.8694,0.8634,0.8564,0.85,0.8442000000000001,0.841,0.837,0.833,0.8311999999999999
1.2,5.5,0,11781.818181818182,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9988,0.9982,0.9958,0.9946,0.9912,0.9874,0.9806,0.9732,0.9678,0.9626,0.955,0.9438,0.9348,0.926,0.9172,0.909,0.9004,0.891,0.8818,0.8706,0.8634,0.856,0.8513999999999999,0.8472,0.8422000000000001,0.839
1.2,5.5,1,11781.818181818182,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.9984,0.9964,0.9926,0.9882,0.9806,0.9692,0.9582,0.947,0.9346,0.9212,0.9064,0.8926000000000001,0.8768,0.8622,0.8488,0.836,0.8251999999999999,0.8138,0.8026,0.793,0.7847999999999999,0.776,0.769,0.764,0.76,0.7572
1.2,6.0,0,10800.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9984,0.9966,0.995,0.9904,0.9854,0.9788,0.97,0.9626,0.956,0.9436,0.9316,0.9208,0.9097999999999999,0.8958,0.8838,0.8708,0.8582,0.8484,0.8392,0.83,0.8212,0.8134,0.8066,0.7984,0.7924,0.7874
1.2,6.0,1,10800.0,648.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.9988,0.9974,0.9932,0.9882,0.9796,0.9664,0.953,0.9386,0.9234,0.908,0.8884,0.8666,0.846,0.832,0.8134,0.7948,0.7744,0.7576,0.7434000000000001,0.7272000000000001,0.7156,0.706,0.6972,0.6898,0.6834,0.6794,0.6748000000000001
1.5,1.5,0,54000.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,1.5,1,54000.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,2.0,0,40500.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998
1.5,2.0,1,40500.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998
1.5,2.5,0,32400.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9996,0.9996,0.9996,0.9994,0.9988,0.9988,0.9986,0.9986,0.9982,0.9982
1.5,2.5,1,32400.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996
1.5,3.0,0,27000.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9996,0.9994,0.9994,0.9994,0.9992,0.999,0.999,0.999,0.9986,0.9984,0.9976,0.9972,0.997,0.9964,0.9958,0.995,0.9944,0.9938,0.9934,0.9928
1.5,3.0,1,27000.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9994,0.9992,0.999,0.999,0.9988,0.9984,0.9984,0.9978,0.9978,0.9976,0.9976,0.9974,0.9972,0.9968,0.9964,0.9962,0.996,0.9958,0.9958,0.9954,0.9954
1.5,3.5,0,23142.85714285714,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9996,0.9992,0.9986,0.9986,0.998,0.9974,0.9966,0.9956,0.9944,0.993,0.9914,0.9904,0.9888,0.9872,0.9856,0.985,0.9828,0.9816,0.9808,0.9794,0.978,0.9762,0.9752
1.5,3.5,1,23142.85714285714,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.999,0.9982,0.997,0.9962,0.9954,0.9944,0.9932,0.9916,0.9898,0.9882,0.9872,0.9852,0.985,0.984,0.9828,0.9812,0.9808,0.9808,0.9804,0.9802,0.9802,0.9802
1.5,4.0,0,20250.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.9992,0.9988,0.998,0.997,0.996,0.9948,0.9924,0.9908,0.9878,0.984,0.982,0.979,0.9768,0.9738,0.9714,0.9684,0.965,0.9626,0.9596,0.9576,0.956,0.9544,0.951,0.9498
1.5,4.0,1,20250.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9988,0.9976,0.997,0.995,0.993,0.9904,0.9868,0.9828,0.9782,0.9764,0.9728,0.97,0.9664,0.9628,0.96,0.9556,0.9524,0.9508,0.9476,0.9452,0.9442,0.9434,0.9432,0.9428
1.5,4.5,0,18000.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.999,0.9986,0.9972,0.996,0.994,0.9918,0.9882,0.9844,0.9792,0.9752,0.9714,0.967,0.9614,0.9558,0.951,0.9458,0.9402,0.935,0.9319999999999999,0.9286,0.9242,0.9212,0.9178,0.9138,0.91
1.5,4.5,1,18000.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.9984,0.9974,0.996,0.9918,0.9882,0.9838,0.9776,0.971,0.9636,0.9554,0.949,0.9406,0.9322,0.9264,0.921,0.9148000000000001,0.907,0.902,0.897,0.8914,0.8898,0.8862,0.8842,0.883,0.882
1.5,5.0,0,16200.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.999,0.9982,0.997,0.9954,0.9924,0.989,0.9832,0.978,0.9704,0.9658,0.9604,0.9514,0.9410000000000001,0.9334,0.9246,0.9188000000000001,0.9124,0.9042,0.8968,0.8878,0.8826,0.8774,0.8712,0.8658,0.8606,0.857
1.5,5.0,1,16200.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.9984,0.9972,0.9944,0.9908,0.986,0.9776,0.9664,0.9576,0.9464,0.9356,0.9244,0.9132,0.9,0.8876,0.877,0.866,0.8576,0.8504,0.8432,0.8342,0.8278,0.8226,0.8168,0.8142,0.8122,0.8098
1.5,5.5,0,14727.272727272728,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9986,0.9972,0.9954,0.9908,0.9864,0.9802,0.9714,0.9658,0.958,0.947,0.9362,0.925,0.9138,0.9006,0.8896,0.8776,0.8666,0.8558,0.8466,0.8396,0.8331999999999999,0.8240000000000001,0.8176,0.8124,0.8064,0.8028
1.5,5.5,1,14727.272727272728,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.999,0.9978,0.9946,0.9906,0.9834,0.9722,0.961,0.9476,0.933,0.9188000000000001,0.9032,0.8872,0.8692,0.8488,0.8378,0.8246,0.8104,0.7948,0.7814,0.7686,0.7594,0.7488,0.7408,0.7328,0.7274,0.724,0.7203999999999999
1.5,6.0,0,13500.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9988,0.9974,0.9952,0.9898,0.985,0.9794,0.9692,0.9594,0.9492,0.9344,0.9212,0.9082,0.8922,0.8752,0.8612,0.8468,0.8351999999999999,0.8266,0.8146,0.8009999999999999,0.7904,0.7807999999999999,0.7726,0.7644,0.7578,0.7516,0.7464
1.5,6.0,1,13500.0,810.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9982,0.996,0.9904,0.984,0.972,0.9562,0.9416,0.9238,0.9072,0.8834,0.8593999999999999,0.8398,0.8204,0.7984,0.773,0.7548,0.7352000000000001,0.7162,0.7036,0.6908000000000001,0.6786,0.6702,0.6617999999999999,0.6546000000000001,0.6488,0.6428,0.64
2.0,1.5,0,72000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.5,1,72000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,2.0,0,54000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9994
2.0,2.0,1,54000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998
2.0,2.5,0,43200.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9996,0.9996,0.9996,0.9992,0.9992,0.9988,0.9988,0.9984,0.998,0.9978,0.9978,0.9976
2.0,2.5,1,43200.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9994,0.9994,0.9994,0.9994
2.0,3.0,0,36000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9994,0.9994,0.9994,0.9992,0.999,0.9988,0.9986,0.9982,0.998,0.9976,0.9968,0.9964,0.9946,0.9942,0.9938,0.9928,0.9908,0.9892,0.9886,0.9876
2.0,3.0,1,36000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9994,0.9992,0.999,0.999,0.9988,0.9984,0.9984,0.9978,0.9976,0.9976,0.9972,0.9966,0.9964,0.996,0.9956,0.9954,0.9954,0.9952,0.9952,0.9952,0.9952,0.9952
2.0,3.5,0,30857.142857142855,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9988,0.9986,0.998,0.9966,0.996,0.9944,0.9936,0.9918,0.9904,0.9886,0.9868,0.9858,0.9834,0.9816,0.9794,0.978,0.9764,0.9732,0.9716,0.9702,0.969,0.9672
2.0,3.5,1,30857.142857142855,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.999,0.9982,0.9976,0.9962,0.9952,0.9942,0.993,0.9912,0.9896,0.9882,0.986,0.9842,0.9834,0.9822,0.9808,0.9796,0.9792,0.9786,0.9778,0.9766,0.9754,0.975,0.9746
2.0,4.0,0,27000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9992,0.999,0.998,0.9972,0.9958,0.994,0.992,0.9902,0.9864,0.9828,0.9792,0.9766,0.974,0.9708,0.9658,0.9624,0.961,0.957,0.9532,0.9496,0.9468,0.9448,0.9426,0.9388,0.9359999999999999
2.0,4.0,1,27000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9978,0.9972,0.9954,0.9928,0.9906,0.9872,0.9826,0.9782,0.9758,0.9716,0.9676,0.963,0.9582,0.955,0.9498,0.9464,0.9438,0.9408,0.9382,0.9374,0.9364,0.935,0.9342,0.933
2.0,4.5,0,24000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9986,0.9978,0.9962,0.9944,0.992,0.9876,0.983,0.9762,0.972,0.9676,0.9621999999999999,0.9556,0.9504,0.9434,0.938,0.9312,0.9266,0.9192,0.9144,0.9082,0.9026,0.8972,0.8928,0.8878,0.8832
2.0,4.5,1,24000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.998,0.9966,0.9928,0.9904,0.9852,0.9784,0.9708,0.963,0.9552,0.9472,0.9362,0.9288,0.9208,0.9128000000000001,0.905,0.8988,0.892,0.8872,0.8806,0.8764,0.8735999999999999,0.8716,0.869,0.8678,0.8654
2.0,5.0,0,21600.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9988,0.9978,0.9958,0.993,0.9886,0.9824,0.9766,0.9692,0.9628,0.9548,0.9432,0.9336,0.9258,0.9162,0.9046,0.8944,0.8852,0.8784,0.8698,0.8604,0.852,0.8442000000000001,0.8392,0.8331999999999999,0.8294,0.8238
2.0,5.0,1,21600.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992,0.9984,0.9962,0.9924,0.9886,0.9804,0.9678,0.959,0.9472,0.9348,0.9224,0.907,0.895,0.8804,0.8684000000000001,0.856,0.8448,0.8354,0.827,0.8198,0.8094,0.8032,0.7972,0.7938000000000001,0.7906,0.7867999999999999,0.7846
2.0,5.5,0,19636.363636363636,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.999,0.9982,0.9958,0.9922,0.9866,0.981,0.9712,0.9621999999999999,0.9542,0.9406,0.927,0.9148000000000001,0.8996,0.8848,0.8702,0.8586,0.8484,0.8386,0.8274,0.8192,0.8084,0.7998000000000001,0.7916,0.7856,0.7792,0.7732,0.768
2.0,5.5,1,19636.363636363636,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.9986,0.9968,0.9926,0.9866,0.9774,0.9632000000000001,0.9512,0.9354,0.9196,0.9018,0.8814,0.8618,0.8434,0.8278,0.8136,0.7918000000000001,0.7732,0.7604,0.745,0.732,0.723,0.7146,0.7063999999999999,0.7006,0.6968,0.6934,0.6914
2.0,6.0,0,18000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.9984,0.9964,0.992,0.9864,0.98,0.9692,0.958,0.9434,0.927,0.9122,0.896,0.877,0.8606,0.8432,0.8284,0.8136,0.7992,0.7842,0.771,0.7594,0.747,0.7405999999999999,0.7328,0.7246,0.7150000000000001,0.7078,0.702
2.0,6.0,1,18000.0,1080.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.9978,0.9936,0.9868,0.9772,0.9618,0.9462,0.9252,0.9077999999999999,0.8824,0.8573999999999999,0.834,0.8089999999999999,0.783,0.7556,0.7325999999999999,0.7146,0.6976,0.6816,0.6662,0.651,0.6402,0.6306,0.6208,0.6122000000000001,0.607,0.6026,0.5998
3.0,1.5,0,108000.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998
3.0,1.5,1,108000.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,2.0,0,81000.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.999,0.999,0.999,0.999
3.0,2.0,1,81000.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998
3.0,2.5,0,64800.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,0.9996,0.9996,0.9996,0.9996,0.9992,0.999,0.9986,0.998,0.9978,0.9974,0.9974,0.9968,0.9958,0.9952
3.0,2.5,1,64800.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9996,0.9994,0.9994,0.9992,0.9992,0.9992,0.9992,0.9992,0.9992
3.0,3.0,0,54000.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9996,0.9996,0.9994,0.9994,0.9992,0.9988,0.9988,0.9982,0.9976,0.9972,0.9966,0.9956,0.9942,0.9938,0.9928,0.992,0.9908,0.9882,0.9862,0.985,0.983,0.9818
3.0,3.0,1,54000.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998,0.9998,0.9994,0.999,0.999,0.9988,0.9984,0.9982,0.9976,0.9976,0.9974,0.9966,0.9964,0.9962,0.9956,0.9956,0.9952,0.9952,0.9948,0.9948,0.9948,0.9946,0.9946,0.9946
3.0,3.5,0,46285.71428571428,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9994,0.999,0.9984,0.9978,0.997,0.9958,0.9946,0.9926,0.9916,0.9892,0.9872,0.9854,0.9838,0.9822,0.9796,0.9774,0.975,0.9722,0.971,0.9678,0.966,0.9634,0.9608,0.9594
3.0,3.5,1,46285.71428571428,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9992,0.9984,0.998,0.9962,0.9956,0.9942,0.9928,0.991,0.9892,0.987,0.985,0.9836,0.9822,0.9796,0.9784,0.978,0.9764,0.975,0.973,0.9726,0.9724,0.9716,0.9706,0.9706
3.0,4.0,0,40500.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.999,0.9986,0.9972,0.9958,0.9944,0.9924,0.9894,0.9862,0.981,0.9774,0.9752,0.9708,0.9658,0.962,0.9594,0.9544,0.949,0.9464,0.9434,0.9388,0.9332,0.9286,0.9234,0.9204,0.9174
3.0,4.0,1,40500.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.999,0.9978,0.9966,0.9942,0.9908,0.9876,0.9832,0.9782,0.975,0.97,0.9654,0.9608,0.9562,0.9494,0.9458,0.9422,0.9386,0.9348,0.9319999999999999,0.9296,0.9288,0.9272,0.9258,0.9252,0.9248
3.0,4.5,0,36000.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996,0.9988,0.9982,0.9966,0.995,0.9918,0.9882,0.9816,0.9744,0.9698,0.9648,0.9596,0.9508,0.9438,0.9359999999999999,0.9284,0.9214,0.9128000000000001,0.9048,0.897,0.8902,0.8838,0.8786,0.8726,0.8662,0.8593999999999999,0.8566
3.0,4.5,1,36000.0,1620.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994,0.9984,0.9974,0.9948,0.9914,0.9874,0.9814,0.9712,0.9634,0.955,0.9446,0.9339999999999999,0.9248,0.9164,0.9072,0.8974,0.8888,0.8826,0.8748,0.8692,0.8634,0.8602,0.857,0.8546,0.8524,0.8493999999999999,0.8488
